"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"postgres","0","390","4617637888","20381696","3031040","12664","C:\Program Files\PostgreSQL\16\bin\postgres.exe","""C:\Program Files\PostgreSQL\16\bin\postgres.exe"" -D ""C:\Program Files\PostgreSQL\16\data"" ","System.Diagnostics.Process (pg_ctl)","PostgreSQL Global Development Group","0.28125","16.1","16.1","PostgreSQL Server","PostgreSQL","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4388","8",,"False","12/02/2024 09:42:52",,"6472",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","12664","12664","3031040","3031040","491504","491504","3158016","3158016","21610496","21610496","4634415104","339447808","True","Normal","3031040","3031040","255","0",,"System.Diagnostics.ProcessThreadCollection","390","4617637888","322670592","False",,,,"20381696","20381696",,"System.Diagnostics.ProcessModule (postgres.exe)","00:00:00.2656250","00:00:00.2812500","00:00:00.0156250","postgres","0","","True",,
"postgres","0","351","4573614080","9183232","3571712","10720","C:\Program Files\PostgreSQL\16\bin\postgres.exe","""C:/Program Files/PostgreSQL/16/bin/postgres.exe"" ""--forkbgworker=0"" ""5324""","System.Diagnostics.Process (postgres)","PostgreSQL Global Development Group","0.015625","16.1","16.1","PostgreSQL Server","PostgreSQL","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4572","8",,"False","12/02/2024 09:42:53",,"6752",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10720","10720","3571712","3571712","485312","485312","3657728","3657728","10653696","10653696","4621819904","326852608","True","Normal","3571712","3571712","255","0",,"System.Diagnostics.ProcessThreadCollection","351","4573614080","278646784","False",,,,"9183232","9183232",,"System.Diagnostics.ProcessModule (postgres.exe)","00:00:00.0156250","00:00:00.0156250","00:00:00","postgres","0","","True",,
"postgres","0","351","4573614080","9277440","3575808","10720","C:\Program Files\PostgreSQL\16\bin\postgres.exe","""C:/Program Files/PostgreSQL/16/bin/postgres.exe"" ""--forkavlauncher"" ""5336""","System.Diagnostics.Process (postgres)","PostgreSQL Global Development Group","0.03125","16.1","16.1","PostgreSQL Server","PostgreSQL","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4176","8",,"False","12/02/2024 09:42:53",,"6756",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10720","10720","3575808","3575808","485312","485312","3661824","3661824","10739712","10739712","4621819904","326852608","True","Normal","3575808","3575808","255","0",,"System.Diagnostics.ProcessThreadCollection","351","4573614080","278646784","False",,,,"9277440","9277440",,"System.Diagnostics.ProcessModule (postgres.exe)","00:00:00.0156250","00:00:00.0312500","00:00:00.0156250","postgres","0","","True",,
"postgres","0","346","4575305728","8364032","2625536","10312","C:\Program Files\PostgreSQL\16\bin\postgres.exe","""C:/Program Files/PostgreSQL/16/bin/postgres.exe"" ""--forklog"" ""5436"" ""5440"" ""0"" ""0""","System.Diagnostics.Process (postgres)","PostgreSQL Global Development Group","0.0625","16.1","16.1","PostgreSQL Server","PostgreSQL","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4276","8",,"False","12/02/2024 09:42:53",,"7024",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10312","10312","2625536","2625536","190424","190424","2711552","2711552","9617408","9617408","4621369344","326402048","True","Normal","2625536","2625536","255","0",,"System.Diagnostics.ProcessThreadCollection","346","4575305728","280338432","False",,,,"8364032","8364032",,"System.Diagnostics.ProcessModule (postgres.exe)","00:00:00.0468750","00:00:00.0625000","00:00:00.0156250","postgres","0","","True",,
"postgres","0","351","4571488256","10174464","3088384","10312","C:\Program Files\PostgreSQL\16\bin\postgres.exe","""C:/Program Files/PostgreSQL/16/bin/postgres.exe"" ""--forkaux"" ""5376"" ""3""","System.Diagnostics.Process (postgres)","PostgreSQL Global Development Group","0.09375","16.1","16.1","PostgreSQL Server","PostgreSQL","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4584","8",,"False","12/02/2024 09:42:53",,"7056",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10312","10312","3088384","3088384","483304","483304","3162112","3162112","11382784","11382784","4621819904","326852608","True","Normal","3088384","3088384","255","0",,"System.Diagnostics.ProcessThreadCollection","351","4571488256","276520960","False",,,,"10174464","10174464",,"System.Diagnostics.ProcessModule (postgres.exe)","00:00:00.0781250","00:00:00.0937500","00:00:00.0156250","postgres","0","","True",,
"postgres","0","348","4571488256","9936896","3047424","10312","C:\Program Files\PostgreSQL\16\bin\postgres.exe","""C:/Program Files/PostgreSQL/16/bin/postgres.exe"" ""--forkaux"" ""5372"" ""1""","System.Diagnostics.Process (postgres)","PostgreSQL Global Development Group","0.09375","16.1","16.1","PostgreSQL Server","PostgreSQL","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4812","8",,"False","12/02/2024 09:42:53",,"7064",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10312","10312","3047424","3047424","483208","483208","3137536","3137536","11100160","11100160","4621819904","326852608","True","Normal","3047424","3047424","255","0",,"System.Diagnostics.ProcessThreadCollection","348","4571488256","276520960","False",,,,"9936896","9936896",,"System.Diagnostics.ProcessModule (postgres.exe)","00:00:00.0625000","00:00:00.0937500","00:00:00.0312500","postgres","0","","True",,
"PowerMgr","1","386","115892224","5402624","5648384","20496","C:\WINDOWS\SysWOW64\Lenovo\PowerMgr\PowerMgr.exe","""C:\WINDOWS\SysWOW64\Lenovo\PowerMgr\PowerMgr.exe""","System.Diagnostics.Process (svchost)","Lenovo","13.15625","10.0.154.0","10.0.154.0","Lenovo Power Manager Host","Lenovo Power Manager","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3624","6",,"False","12/02/2024 09:42:57",,"8756",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20496","20496","5648384","5648384","219552","219552","6864896","6864896","16277504","16277504","134279168","134279168","True","BelowNormal","5648384","5648384","255","1",,"System.Diagnostics.ProcessThreadCollection","386","115892224","115892224","False",,,,"5402624","5402624",,"System.Diagnostics.ProcessModule (PowerMgr.exe)","00:00:10.2656250","00:00:13.1562500","00:00:02.8906250","PowerMgr","0","","True",,
"pwsh","1","713","2480997904384","97091584","30547968","77440","C:\Program Files\PowerShell\7\pwsh.exe","""C:\Program Files\PowerShell\7\pwsh.exe"" -noexit -command ""try { . \""c:\Users\DstMove\AppData\Local\Programs\Microsoft VS Code\resources\app\out\vs\workbench\contrib\terminal\browser\media\shellIntegration.ps1\"" } catch {}""","System.Diagnostics.Process (Code)","Microsoft Corporation","2.40625","7.4.1.500","7.4.1 SHA: 6a98b28414948626f1b29a5e8b062e73b7ff165a+6a98b28414948626f1b29a5e8b062e73b7ff165a","pwsh","PowerShell","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4800","8",,"False","13/02/2024 11:20:01",,"17816",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","77440","77440","30547968","30547968","461096","461096","31993856","31993856","97697792","97697792","2481019637760","-1471459328","True","Normal","30547968","30547968","255","1",,"System.Diagnostics.ProcessThreadCollection","713","2480997904384","-1493192704","False",,,,"97091584","97091584",,"System.Diagnostics.ProcessModule (pwsh.exe)","00:00:00.8125000","00:00:02.4062500","00:00:01.5937500","pwsh","0","","True",,
"pwsh","1","878","2481108344832","195706880","72454144","154480","C:\Program Files\PowerShell\7\pwsh.exe","""C:\Program Files\PowerShell\7\pwsh.exe"" -NoProfile -ExecutionPolicy Bypass -Command ""Import-Module 'c:\Users\DstMove\.vscode\extensions\ms-vscode.powershell-2024.0.0\modules\PowerShellEditorServices\PowerShellEditorServices.psd1'; Start-EditorServices -HostName 'Visual Studio Code Host' -HostProfileId 'Microsoft.VSCode' -HostVersion '2024.0.0' -AdditionalModules @('PowerShellEditorServices.VSCode') -BundledModulesPath 'c:\Users\DstMove\.vscode\extensions\ms-vscode.powershell-2024.0.0\modules' -EnableConsoleRepl -StartupBanner \""PowerShell Extension v2024.0.0
Copyright (c) Microsoft Corporation.

https://aka.ms/vscode-powershell
Type 'help' to get help.
\"" -LogLevel 'Normal' -LogPath 'c:\Users\DstMove\AppData\Roaming\Code\User\globalStorage\ms-vscode.powershell\logs\1707819601-6e33797d-4f1f-499b-a89b-a178fdb6159c1707819599964\EditorServices.log' -SessionDetailsPath 'c:\Users\DstMove\AppData\Roaming\Code\User\globalStorage\ms-vscode.powershell\sessions\PSES-VSCode-20432-323141.json' -FeatureFlags @() ""","System.Diagnostics.Process (Code)","Microsoft Corporation","24.734375","7.4.1.500","7.4.1 SHA: 6a98b28414948626f1b29a5e8b062e73b7ff165a+6a98b28414948626f1b29a5e8b062e73b7ff165a","pwsh","PowerShell","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4952","8",,"False","13/02/2024 11:20:01",,"19180",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","154480","154480","72454144","72454144","578848","578848","77234176","77234176","199852032","199852032","2481135198208","-1355898880","True","Normal","72454144","72454144","255","1",,"System.Diagnostics.ProcessThreadCollection","878","2481108344832","-1382752256","False",,,,"195706880","195706880",,"System.Diagnostics.ProcessModule (pwsh.exe)","00:00:04.5156250","00:00:24.7500000","00:00:20.2343750","pwsh","0","","True",,
"Registry","0","0","126566400","90673152","8286208","13056",,,,,"3.71875",,,,,"Process",,,"8",,"False","12/02/2024 09:42:37",,"124",".",,,,"13056","13056","8286208","8286208","251424","251424","36220928","36220928","169861120","169861120","197935104","197935104",,,"8286208","8286208",,"0",,"System.Diagnostics.ProcessThreadCollection","0","126566400","126566400","False",,,,"90673152","90673152",,,"00:00:03.7187500","00:00:03.7187500","00:00:00","Registry","0","","True",,
"RtkAudUService64","0","484","4417523712","12238848","4935680","23304","C:\WINDOWS\System32\DriverStore\FileRepository\realtekservice.inf_amd64_bbb0597391852f64\RtkAudUService64.exe","""C:\WINDOWS\System32\DriverStore\FileRepository\realtekservice.inf_amd64_bbb0597391852f64\RtkAudUService64.exe""","System.Diagnostics.Process (services)","Realtek Semiconductor","0.90625","1.1.478.1","1.1.478.1","Realtek HD Audio Universal Service","Realtek HD Audio Universal Service","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3968","8",,"False","12/02/2024 09:42:52",,"5072",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","23304","23304","4935680","4935680","161792","161792","6635520","6635520","15659008","15659008","4438298624","143331328","True","Normal","4935680","4935680","255","0",,"System.Diagnostics.ProcessThreadCollection","484","4417523712","122556416","False",,,,"12238848","12238848",,"System.Diagnostics.ProcessModule (RtkAudUService64.exe)","00:00:00.6562500","00:00:00.9062500","00:00:00.2500000","RtkAudUService64","0","","True",,
"RtkAudUService64","1","445","4430802944","12169216","4227072","22360","C:\WINDOWS\System32\DriverStore\FileRepository\realtekservice.inf_amd64_bbb0597391852f64\RtkAudUService64.exe","""C:\WINDOWS\System32\DriverStore\FileRepository\realtekservice.inf_amd64_bbb0597391852f64\RtkAudUService64.exe"" -admin","System.Diagnostics.Process (RtkAudUService64)","Realtek Semiconductor","1.1875","1.1.478.1","1.1.478.1","Realtek HD Audio Universal Service","Realtek HD Audio Universal Service","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","708","8",,"False","12/02/2024 09:43:00",,"10784",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","22360","22360","4227072","4227072","197488","197488","5644288","5644288","15396864","15396864","4449693696","154726400","True","Normal","4227072","4227072","255","1",,"System.Diagnostics.ProcessThreadCollection","445","4430802944","135835648","False",,,,"12169216","12169216",,"System.Diagnostics.ProcessModule (RtkAudUService64.exe)","00:00:00.6875000","00:00:01.1875000","00:00:00.5000000","RtkAudUService64","0","","True",,
"RtkAudUService64","1","465","4444450816","3977216","5705728","23448","C:\WINDOWS\System32\DriverStore\FileRepository\realtekservice.inf_amd64_bbb0597391852f64\RtkAudUService64.exe","""C:\WINDOWS\System32\DriverStore\FileRepository\realtekservice.inf_amd64_bbb0597391852f64\RtkAudUService64.exe"" -background","System.Diagnostics.Process (svchost)","Realtek Semiconductor","1.28125","1.1.478.1","1.1.478.1","Realtek HD Audio Universal Service","Realtek HD Audio Universal Service","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4676","6",,"False","12/02/2024 09:43:28",,"15452",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","23448","23448","5705728","5705728","217760","217760","5844992","5844992","16240640","16240640","4451799040","156831744","True","BelowNormal","5705728","5705728","255","1",,"System.Diagnostics.ProcessThreadCollection","465","4444450816","149483520","False",,,,"3977216","3977216",,"System.Diagnostics.ProcessModule (RtkAudUService64.exe)","00:00:00.7812500","00:00:01.2812500","00:00:00.5000000","RtkAudUService64","0","","True",,
"RuntimeBroker","1","452","2203517362176","34353152","9965568","24520","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding","System.Diagnostics.Process (svchost)","Microsoft Corporation","0.5","10.0.19041.3636 (WinBuild.160101.0800)","10.0.19041.3636","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4452","8",,"False","13/02/2024 10:54:57",,"5860",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","24520","24520","9965568","9965568","310936","310936","14811136","14811136","46006272","46006272","2203561279488","243056640","True","Normal","9965568","9965568","255","1",,"System.Diagnostics.ProcessThreadCollection","452","2203517362176","199139328","False",,,,"34353152","34353152",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.1875000","00:00:00.5000000","00:00:00.3125000","RuntimeBroker","0","","True",,
"RuntimeBroker","1","216","2203438997504","13393920","2580480","11960","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding","System.Diagnostics.Process (svchost)","Microsoft Corporation","0.15625","10.0.19041.3636 (WinBuild.160101.0800)","10.0.19041.3636","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4552","8",,"False","12/02/2024 09:43:05",,"10040",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","11960","11960","2580480","2580480","164080","164080","3563520","3563520","17317888","17317888","2203463626752","145403904","True","Normal","2580480","2580480","255","1",,"System.Diagnostics.ProcessThreadCollection","216","2203438997504","120774656","False",,,,"13393920","13393920",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.0468750","00:00:00.1562500","00:00:00.1093750","RuntimeBroker","0","","True",,
"RuntimeBroker","1","338","2203474767872","26734592","6848512","18352","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding","System.Diagnostics.Process (svchost)","Microsoft Corporation","3.796875","10.0.19041.3636 (WinBuild.160101.0800)","10.0.19041.3636","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4780","8",,"False","12/02/2024 09:42:59",,"10148",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18352","18352","6848512","6848512","235096","235096","9170944","9170944","33931264","33931264","2203663474688","345251840","True","Normal","6848512","6848512","255","1",,"System.Diagnostics.ProcessThreadCollection","338","2203474767872","156545024","False",,,,"26734592","26734592",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:01.4687500","00:00:03.7968750","00:00:02.3281250","RuntimeBroker","0","","True",,
"RuntimeBroker","1","800","2203643793408","49659904","19087360","40552","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding","System.Diagnostics.Process (svchost)","Microsoft Corporation","13.625","10.0.19041.3636 (WinBuild.160101.0800)","10.0.19041.3636","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3996","8",,"False","12/02/2024 09:43:00",,"10680",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","40552","40552","19087360","19087360","454544","454544","29114368","29114368","62885888","62885888","2203812904960","494682112","True","Normal","19087360","19087360","255","1",,"System.Diagnostics.ProcessThreadCollection","800","2203643793408","325570560","False",,,,"49659904","49659904",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:08.2656250","00:00:13.6250000","00:00:05.3593750","RuntimeBroker","0","","True",,
"RuntimeBroker","1","340","2203477082112","24195072","4222976","16856","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding","System.Diagnostics.Process (svchost)","Microsoft Corporation","2.75","10.0.19041.3636 (WinBuild.160101.0800)","10.0.19041.3636","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4560","8",,"False","12/02/2024 09:43:02",,"12376",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16856","16856","4222976","4222976","236656","236656","8118272","8118272","27947008","27947008","2203631255552","313032704","True","Normal","4222976","4222976","255","1",,"System.Diagnostics.ProcessThreadCollection","340","2203477082112","158859264","False",,,,"24195072","24195072",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:01.6718750","00:00:02.7500000","00:00:01.0781250","RuntimeBroker","0","","True",,
